,base,authors_l,title_l,title,journal_l,keywords_l,year,language,doi
341,lisa,"mike thelwall, kayvan kousha",are citations from clinical trials evidence of higher impact research an analysis of clinicaltrials gov,Are citations from clinical trials evidence of higher impact research? An analysis of ClinicalTrials.gov,scientometrics,"research , clinical trials , clinical trials , impact analysis , journals , warning , medical research , medical research , hypotheses",2016,English,10.1007/s11192-016-2112-1
342,lisa,"xianwen wang, zhichao fang, xiaoling sun",usage patterns of scholarly articles on web of science a study on web of science usage count,Usage patterns of scholarly articles on Web of Science: a study on Web of Science usage count,scientometrics,"use statistics , data processing , libraries , science , studies",2016,English,10.1007/s11192-016-2093-0
343,lisa,ronald snijder,revisiting an open access monograph experiment measuring citations and tweets 5 amp xa0 years later,Revisiting an open access monograph experiment: measuring citations and tweets 5&amp;#xa0;years later,scientometrics,"monographs , language , open access , social networks , citation analysis",2016,English,10.1007/s11192-016-2160-6
344,lisa,"saeideh ebrahimy, jafar mehrad, fatemeh setareh, massoud hosseinchari",path analysis of the relationship between visibility and citation the mediating roles of save discussion and recommendation metrics,"Path analysis of the relationship between visibility and citation: the mediating roles of save, discussion, and recommendation metrics",scientometrics,"visibility , social networks , visibility , citation analysis , citation analysis , social organization , correlation analysis , social networks , informetrics , social interactions , sampling methods , scientific papers , correlation analysis",2016,English,10.1007/s11192-016-2130-z
345,lisa,"amalia mas-bleda, mike thelwall",can alternative indicators overcome language biases in citation counts a comparison of spanish and uk research,Can alternative indicators overcome language biases in citation counts? A comparison of Spanish and UK research,scientometrics,"webometrics , bibliometrics , citation indexes , lists , indicators , social networks , indicators , citation analysis , citation analysis , informetrics , readers , internet , digital media , computer assisted instruction--cai , distance learning , spain , united kingdom--uk",2016,English,10.1007/s11192-016-2118-8
346,lisa,"lutz bornmann, robin haunschild, werner marx",policy documents as sources for measuring societal impact how often is climate change research mentioned in policy related documents,Policy documents as sources for measuring societal impact: how often is climate change research mentioned in policy-related documents?,scientometrics,"climate change , climate change , climate change , climate , systems analysis , informetrics , climate change , geography , documents , geography , datasets , social impact , academic publications",2016,English,10.1007/s11192-016-2115-y
347,lisa,"ronaldo ferreira de araujo, ariadne chloe mary furnival",comunicacao cientifica e atencao online em busca de colegios virtuais que sustentam metricas alternativas,COMUNICAÇÃO CIENTÍFICA E ATENÇÃO ONLINE: EM BUSCA DE COLÉGIOS VIRTUAIS QUE SUSTENTAM MÉTRICAS ALTERNATIVAS COMUNICACIÓN CIENTÍFICA Y ATENCIÓN EN LÍNEA: EN BÚSQUEDA DE COLEGIOS VIRTUALES QUE APOYAN LAS ALTMÉTRICAS,informacao informacao,social networks,2016,English,
348,lisa,"tara malone, susan burke",academic librarians knowledge of bibliometrics and altmetrics,Academic Librarians' Knowledge of Bibliometrics and Altmetrics,evidence based library and information practice,"bibliometrics , informetrics , school faculty , librarians",2016,English,
349,lisa,"clara tran, selenay aytac",measuring scholarly productivity of long island educational institutions using web of science and scopus as a tool,Measuring Scholarly Productivity of Long Island Educational Institutions: Using Web of Science and Scopus as a Tool,evidence based library and information practice,"publication output , productivity , scholarly communication",2016,English,
350,lisa,dominique daniel,faculty still rely on library resources and services for their research,Faculty Still Rely on Library Resources and Services for their Research,evidence based library and information practice,"scholarly communication , user services , information literacy , library catalogs , academic libraries , bibliographic data bases , information sources , information seeking behavior , college faculty , library resources , spain",2016,English,
351,lisa,"kathleen reed, dana mcfarland, rosie croft",laying the groundwork for a new library service scholar practitioner amp amp graduate student attitudes toward altmetrics and the curation of online profiles,Laying the Groundwork for a New Library Service: Scholar-Practitioner &amp;amp; Graduate Student Attitudes Toward Altmetrics and the Curation of Online Profiles,evidence based library and information practice,"informetrics , scholars , librarians",2016,English,
352,lisa,virginia wilson,research methods altmetrics,Research Methods: Altmetrics,evidence based library and information practice,"seminars , information literacy , librarians , college students , curricula , canada",2016,English,
353,lisa,"todd a carpenter, nettie lagace, sara bahnmaier",developing standards for emerging forms of assessment the niso altmetrics initiative,Developing Standards for Emerging Forms of Assessment: The NISO Altmetrics Initiative,the serials librarian,"librarians , communication , social networks , standards",2016,English,10.1080/0361526x.2016.1157737
354,lisa,"emilio delgado-lopez-cozar, alberto martin-martin",thomson reuters utiliza altmetricas usage counts para los articulos indizados en la web of science thomson reuters uses altmetrics usage counts for articles indexed in the web of science,Thomson Reuters utiliza altmétricas: usage counts para los artículos indizados en la Web of Science/Thomson Reuters uses altmetrics: usage counts for articles indexed in the Web of Science,anuario thinkepi,bibliometrics,2016,Spanish,
355,lisa,"hakimeh hazrati, vahideh zare gavgani",which levels of education in medical sciences utilize most the problem based learning a citation analysis study,Which levels of education in medical sciences utilize most the Problem Based Learning? - A citation analysis study,library philosophy and practice,"studies , science , methods , students , research , core curriculum , books , data bases , bibliometrics , problem solving , health education , citation indexes , problem based learning , scientometrics , iran",2016,English,
357,lisa,"stefanie haustein, timothy d bowman, kim holmberg, andrew tsou, cassidy r sugimoto, vincent lariviere",tweets as impact indicators examining the implications of automated bot accounts on twitter,"Tweets as impact indicators: Examining the implications of automated ""bot"" accounts on Twitter",journal of the association for information science and technology,"social networks , citations , text messaging , studies , software agents , scientific papers , digital media , academic discourse , computer mediated communication , united states--us",2016,English,
358,lisa,"nabeil maflahi, mike thelwall",when are readership counts as useful as citation counts scopus versus mendeley for lis journals,When are readership counts as useful as citation counts? Scopus versus Mendeley for LIS journals,journal of the association for information science and technology,"library and information science , citations , readership , correlation analysis , studies , readers , audience",2016,English,
359,lisa,tibor koltay,are you ready tasks and roles for academic libraries in supporting research 2 0,Are you ready? Tasks and roles for academic libraries in supporting Research 2.0,new library world,"academic libraries , librarians , higher education , skills , research , behavior , social networks , books , information technology , inventory , data mining , information literacy , researchers , roles , embedded librarianship , institutional repositories , scholarly communication , netherlands , united states--us , united kingdom--uk",2016,English,10.1108/nlw-09-2015-0062
361,lisa,"drahomira herrmannova, petr knoth",semantometrics in coauthorship networks fulltext based approach for analysing patterns of research collaboration,Semantometrics in Coauthorship Networks: Fulltext-based Approach for Analysing Patterns of Research Collaboration,d lib magazine,"case studies , bibliometrics , collaboration , academic publications , co authorship , webometrics",2015,English,
362,lisa,"amy m suiter, heather lea moulaison",supporting scholars an analysis of academic library websites amp apos documentation on metrics and impact,Supporting Scholars: An Analysis of Academic Library Websites&amp;apos; Documentation on Metrics and Impact,journal of academic librarianship,"academic libraries , web sites , documentation",2015,English,10.1016/j.acalib.2015.09.004
363,lisa,eliane colepicolo,information reliability for academic research review and recommendations,Information reliability for academic research: review and recommendations,new library world,"studies , credibility , information sources , research , libraries , librarians , accuracy , science , publications , data bases , bibliometrics , information literacy , information sharing , quality , researchers , validity , access to information , informatics , scientometrics , objectivity",2015,English,10.1108/nlw-05-2015-0040
364,lisa,beth m sheppard,by the numbers bibliometrics and altmetrics as measures of faculty impact in the field of religion,BY THE NUMBERS: BIBLIOMETRICS AND ALTMETRICS AS MEASURES OF FACULTY IMPACT IN THE FIELD OF RELIGION,theological librarianship,"bibliometrics , citation analysis , informetrics , scholarly communication",2015,English,
365,lisa,i diane ahip cooper,bibliometrics basics,Bibliometrics basics,journal of the medical library association,"research , science , automation , studies , publications , scientists , bibliometrics , citation analysis , researchers , journals , hirsch index , impact factors , informetrics , scholarly communication , scientometrics , new york",2015,English,10.3163/1536-5050.103.4.013
366,lisa,rebecca mary marsh,the role of institutional repositories in developing the communication of scholarly research,The role of institutional repositories in developing the communication of scholarly research,oclc systems services,"archives & records , software , communications networks , object repository , digital transmission , gold , harvesting , universities , repositories , archives , policies , literature reviews , united kingdom--uk",2015,English,10.1108/oclc-04-2014-0022
367,lisa,merinda kaye hensley,a survey of instructional support for undergraduate research programs,A Survey of Instructional Support for Undergraduate Research Programs,portal,"college students , librarians , research methodology , user training , libraries , literacy , polls & surveys , learning environment , illinois",2015,English,10.1353/pla.2015.0047
368,lisa,"henk f moed, gali halevi",multidimensional assessment of scholarly research impact,Multidimensional assessment of scholarly research impact,journal of the association for information science and technology,"matrix , decision analysis , performance evaluation , studies , meta-analysis , research & development--r&d , meta analyses",2015,English,
369,lisa,"rodrigo costas, zohreh zahedi, paul wouters",do altmetrics correlate with citations extensive comparison of altmetric indicators with citations from a multidisciplinary perspective,"Do ""altmetrics"" correlate with citations? Extensive comparison of altmetric indicators with citations from a multidisciplinary perspective",journal of the association for information science and technology,"correlation analysis , citation analysis , studies , comparative analysis , social networks , performance evaluation , publications , indicators , citation analysis , scientific papers , documents , digital media , blogs , social sciences",2015,English,
371,lisa,"rishabh shrivastava, preeti mahajan",relationship amongst researchgate altmetric indicators and scopus bibliometric indicators,Relationship amongst ResearchGate altmetric indicators and Scopus bibliometric indicators,new library world,"bibliometrics, citations, hirsch index, india, informetrics, journals, libraries, library and information science, publications, researchers, scholars, science, social networks, social research, studies, webometrics",2015,English,10.1108/nlw-03-2015-0017
373,lisa,"ehsan mohammadi, mike thelwall, stefanie haustein, vincent lariviere",who reads research articles an altmetrics analysis of mendeley user categories,Who reads research articles? An altmetrics analysis of Mendeley user categories,journal of the association for information science and technology,"studies , clinical medicine , correlation analysis , citation analysis , readership , articles , citation analysis , organic chemistry , readers , clinical medicine , audience , medicine , medical personnel",2015,English,
374,lisa,david stuart,metrics for an increasingly complicated information ecosystem,Metrics for an increasingly complicated information ecosystem,online information review,"information systems , studies",2015,English,10.1108/oir-06-2015-0174
375,lisa,"p sankar, e s kavitha",role of information professional for the growth of altmetrics in the digital era,Role of Information Professional for the Growth of Altmetrics in the Digital Era,asian journal of information science and technology,"bibliometrics , informetrics , librarians , information professionals",2015,English,
376,lisa,"reggie raju, amina adam, crystal powell",promoting open scholarship in africa benefits and best library practices,Promoting Open Scholarship in Africa: Benefits and Best Library Practices,library trends,"open source software , education , libraries , science , studies , publishing , brain research , principles , journals , public good , access to information , institutional repositories , scholarly communication , knowledge , playing , academic discourse , africa",2015,English,10.1353/lib.2015.0036
377,lisa,stephen g marvin,resource sharing in latin america,Resource sharing in Latin America,interlending document supply,"academic libraries, bolivia, book reviews, collaboration, consortia, cooperation, cooperatives, copyright, funding, guatemala, indexing services, international, latin america, latin language, liaison work, library associations, mexico, nicaragua, peru, reference services, resource sharing, spain, spanish language, workshops",2015,English,10.1108/ilds-05-2015-0015
378,lisa,ajay kumar chaubey,bibiiometrics to altmetrics changing trends in assessing research impact,BibIiometrics to Altmetrics: Changing Trends in Assessing Research Impact,desidoc journal of library information technology,"bibliometrics , data collection , citation analysis , citation analysis , bibliometrics",2015,English,
379,lisa,andy tattersall,for what its worth the open peer review landscape,For what it's worth - the open peer review landscape,online information review,"social networks , cpas , scholarly publishing , publications , medical research , web sites , quality , researchers , information professionals , methods , peer review , informetrics , scholarly communication , web 2.0 , information overload",2015,English,
380,lisa,xiang ren,the quandary between communication and certification individual academics views on open access and open scholarship,The quandary between communication and certification: Individual academics' views on Open Access and open scholarship,online information review,"social networks , certification , education , scholarly publishing , science , social research , studies , publishing industry , participation , corruption , funding , scholars , quality , open access publishing , peer review , authorship , scholarly communication , web 2.0 , china",2015,English,10.1108/oir-04-2015-0129
381,lisa,"moya fox, susannah micaela hanlon",barriers to open access uptake for researchers in africa,Barriers to Open Access uptake for researchers in Africa,online information review,"research , libraries , librarians , scholarly publishing , society , publishing industry , distance learning , funding , web portals , researchers , initiatives , open access publishing , journals , institutional repositories , webometrics , africa",2015,English,10.1108/oir-05-2015-0147
382,lisa,stephen pinfield,making open access work the state of the art in providing open access to scholarly literature,"Making Open Access work: The ""state-of-the-art"" in providing Open Access to scholarly literature",online information review,"higher education , behavior , publications , bibliometrics , copyright , editorials , open access publishing , journals , research data management , grey literature , scholarly communication , blogs",2015,English,10.1108/oir-05-2015-0167
388,lisa,"alison hicks, caroline sinkinson",examining mendeley designing learning opportunities for digital scholarship,Examining Mendeley: Designing Learning Opportunities for Digital Scholarship,portal,"studies , social networks , collaboration , librarians , scholarly publishing , software , social research , design , participation , verbal communication , scholars , researchers , discovery tools , literature reviews , open access , learning , colorado",2015,English,10.1353/pla.2015.0035
390,lisa,jose luis ortega,disciplinary differences in the use of academic social networking sites,Disciplinary differences in the use of academic social networking sites,online information review,"studies , social networks , social research , humanities , population , social sciences , scientists , user behavior , bibliometrics , laboratories , researchers , webometrics , biologists , scientists , social networks , scientific papers , websites , natural resources , spain",2015,English,10.1108/oir-03-2015-0093
391,lisa,"victoria uren, aba-sah dadzie",public science communication on twitter a visual analytic approach,Public science communication on Twitter: a visual analytic approach,aslib journal of information management,"journalism , research , web 2.0 , scientists , scientometrics , datasets , bibliometrics , science , permafrost , sensitivity analysis , communication , analytics , studies , social networks , content analysis , scholars , informetrics , frames , public participation , pattern recognition , visualization , digital media , pattern matching , blogs",2015,English,10.1108/ajim-10-2014-0137
392,lisa,juan pablo alperin,geographic variation in social media metrics an analysis of latin american journal articles,Geographic variation in social media metrics: an analysis of Latin American journal articles,aslib journal of information management,"web 2.0 , geography , citations , journals , bibliometrics , social networks , life sciences , social networks , user generated content , scholars , informetrics , digital media , blogs , latin america , brazil",2015,English,10.1108/ajim-12-2014-0176
393,lisa,timothy d bowman,differences in personal and professional tweets of scholars,Differences in personal and professional tweets of scholars,aslib journal of information management,"research , behavior , university professors , classification , bibliometrics , age , audiences , social networks , scholars , researchers , informetrics , framing , scholarly communication , business communications , three phase , social factors",2015,English,10.1108/ajim-12-2014-0180
394,lisa,"alesia a zuccala, frederik t verleysen, roberto cornacchia, tim ce engels",altmetrics for the humanities,Altmetrics for the humanities,aslib journal of information management,"social networks , scholars , ratings , studies , books , digital media , books , geography , united states--us",2015,English,10.1108/ajim-11-2014-0152
395,lisa,"rodrigo costas, zohreh zahedi, paul wouters",the thematic orientation of publications mentioned on social media,The thematic orientation of publications mentioned on social media,aslib journal of information management,"digital object identifier , citations , science , social networks , publications , scientific papers , documents , classification , social networks , informetrics , statistical analysis , news media , social sciences , digital media , bias",2015,English,10.1108/ajim-12-2014-0173
396,lisa,lutz bornmann,usefulness of altmetrics for measuring the broader impact of research,Usefulness of altmetrics for measuring the broader impact of research,aslib journal of information management,"research , social networks , researchers , scientometrics , datasets , science , social networks , informetrics , confidence intervals , readers , regression models",2015,English,10.1108/ajim-09-2014-0115
397,lisa,"enrique orduna-malea, emilio delgado lopez-cozar, jorge serrano-cobos, nuria lloret romero",disclosing the network structure of private companies on the web the case of spanish ibex 35 share index,Disclosing the network structure of private companies on the web: The case of Spanish IBEX 35 share index,online information review,"studies , web sites , information systems , heavy construction , search engines , information architecture , spain",2015,English,10.1108/oir-11-2014-0282
398,lisa,"lutz bornmann, robin haunschild",the interest of the scientific community in expert opinions from journal peer review procedures,The interest of the scientific community in expert opinions from journal peer review procedures,scientometrics,", bibliometrics, decision making, peer review, scholarly publishing",2015,English,10.1007/s11192-014-1514-1
399,lisa,"wolfgang glanzel, juan gorraiz",usage metrics versus altmetrics confusing terminology,Usage metrics versus altmetrics: confusing terminology?,scientometrics,", bibliometrics, terminology, transaction log analysis, user behaviour",2015,English,10.1007/s11192-014-1472-7
403,lisa,"fee hilbert, julia barth, julia gremm, daniel gros, jessica haiter, maria henkel, wilhelm reinhardt, wolfgang g. stock",coverage of academic citation databases compared with coverage of scientific social media personal publication lists as calibration parameters,Coverage of academic citation databases compared with coverage of scientific social media: Personal publication lists as calibration parameters,online information review,"studies , science , social networks , publications , scientists , data bases , information science , calibration , journals , media literacy , citations , conference proceedings , information services , informetrics , scholarly communication , scientometrics",2015,English,10.1108/oir-07-2014-0159
404,lisa,j. c. f. de winter,the relationship between tweets citations and article views for plos one articles,"The relationship between tweets, citations, and article views for PLOS ONE articles",scientometrics,"citation analysis , scientometrics , open access , journals , social networks",2015,English,10.1007/s11192-014-1445-x
405,lisa,"nieves gonzalez-fernandez-villavicencio, maria-isabel dominguez-aroca, antonio calderon-rehecho, pablo garcia-hernandez",what role do librarians play in altmetrics,WHAT ROLE DO LIBRARIANS PLAY IN ALTMETRICS?,anales de documentacion,"librarians , bibliometrics , spain",2015,English,
406,lisa,"peter kraker, christian schlogl, kris jack, stefanie lindstaedt",visualization of co readership patterns from an online reference management system,Visualization of co-readership patterns from an online reference management system,journal of informetrics,", citation management software, subject fields, visualization, web 2.0",2015,English,10.1016/j.joi.2014.12.003
407,lisa,"kuang-hua chen, muh-chyun tang, chun-mei wang, jieh hsiang",exploring alternative metrics of scholarly performance in the social sciences and humanities in taiwan,Exploring alternative metrics of scholarly performance in the social sciences and humanities in Taiwan,scientometrics,"author productivity , taiwan , social sciences , humanities , evaluation , bibliometrics , scholarly publishing",2015,English,10.1007/s11192-014-1420-6
408,lisa,jose luis ortega,relationship between altmetric and bibliometric indicators across academic social sites the case of csics members,Relationship between altmetric and bibliometric indicators across academic social sites: The case of CSIC's members,journal of informetrics,", bibliometrics, comparisons, researchers, social networks",2015,English,10.1016/j.joi.2014.11.004
414,lisa,"hamid r jamali, bill russell, david nicholas, anthony watkinson",do online communities support research collaboration,Do online communities support research collaboration?,aslib journal of information management,"teaching , higher education , web 2.0 , community relations , journals , collaboration , journals , consumption , demographics , studies , cooperation , communication , social networks , scholars , online instruction , researchers , digitization , scholarly communication , social research , books",2014,English,10.1108/ajim-08-2013-0072
415,lisa,bjorn hammarfelt,using altmetrics for assessing research impact in the humanities,Using altmetrics for assessing research impact in the humanities,scientometrics,"humanities , impact analysis , social networks , informetrics , articles , books",2014,English,10.1007/s11192-014-1261-3
416,lisa,"zohreh zahedi, rodrigo costas, paul wouters",how well developed are altmetrics a cross disciplinary analysis of the presence of alternative metrics in scientific publications,How well developed are altmetrics? A cross-disciplinary analysis of the presence of 'alternative metrics' in scientific publications,scientometrics,"informetrics , social networks , software , citation analysis",2014,English,10.1007/s11192-014-1264-0
417,lisa,"stefanie haustein, isabella peters, judit bar-ilan, jason priem, hadas shema, jens terliesner",coverage and adoption of altmetrics sources in the bibliometric community,Coverage and adoption of altmetrics sources in the bibliometric community,scientometrics,"social networks , informetrics , scholarly communication , use , impact analysis , researchers",2014,English,10.1007/s11192-013-1221-3
418,lisa,"kim holmberg, mike thelwall",disciplinary differences in twitter scholarly communication,Disciplinary differences in Twitter scholarly communication,scientometrics,"subject fields , informetrics , user behaviour , social networks , blogs , scholarly communication",2014,English,10.1007/s11192-014-1229-3
419,lisa,korey jackson,more than gatekeeping close up on open access evaluation in the humanities,More than gatekeeping: Close-up on open access evaluation in the Humanities,college research libraries news,"scholarly communication , evaluation , social networks , blogs , open access",2014,English,
420,lisa,brandi scardilli,an introduction to altmetrics,An Introduction to Altmetrics,information today,"bibliometrics , social networks , conferences",2014,English,
421,lisa,"mary anne kennan, sheila corrall, waseem afzal",making space in practice and education research support services in academic libraries,"""Making space"" in practice and education: research support services in academic libraries",library management,"academic libraries , bibliometrics , research data management , scholarly communication , librarians , research methodology , australia , ireland , new zealand , united kingdom--uk",2014,English,
423,lisa,tara j brigham,an introduction to altmetrics,An Introduction to Altmetrics,medical reference services quarterly,"bibliometrics , social networks , citation analysis",2014,English,10.1080/02763869.2014.957093
424,lisa,lutz bornmann,do altmetrics point to the broader impact of research an overview of benefits and disadvantages of altmetrics,Do altmetrics point to the broader impact of research? An overview of benefits and disadvantages of altmetrics,journal of informetrics,", bibliometrics, impact analysis, peer review, social aspects, social networks",2014,English,10.1016/j.joi.2014.09.005
425,lisa,"mike thelwall, paul wilson",regression for citation data an evaluation of different methods,Regression for citation data: An evaluation of different methods,journal of informetrics,", citation analysis, evaluation, methods, social networks",2014,English,10.1016/j.joi.2014.09.011
426,lisa,lutz bornmann,validity of altmetrics data for measuring societal impact a study using data from altmetric and f1000prime,Validity of altmetrics data for measuring societal impact: A study using data from Altmetric and F1000Prime,journal of informetrics,", bibliometrics, impact analysis, peer review, social aspects, social networks",2014,English,10.1016/j.joi.2014.09.007
427,lisa,"amalia mas-bleda, mike thelwall, kayvan kousha, isidro f aguillo",do highly cited researchers successfully use the social web,Do highly cited researchers successfully use the social web?,scientometrics,"web 2.0 , scientists , profiles , citation analysis , evaluation , impact analysis",2014,English,10.1007/s11192-014-1345-0
432,lisa,"scott p. pitol, sandra l. de groote",google scholar versions do more versions of an article mean greater impact,Google Scholar versions: do more versions of an article mean greater impact?,library hi tech,"archives & records , studies , social networks , subscriptions , graduate students , metadata , indexing services , hirsch index , institutional repositories",2014,English,10.1108/lht-05-2014-0039
433,lisa,"enrique orduna-malea, alberto martin-martin, juan m. ayllon, emilio delgado lopez-cozar",the silent fading of an academic search engine the case of microsoft academic search,The silent fading of an academic search engine: the case of Microsoft Academic Search,online information review,"science , publications , bibliographic data bases , bibliometrics , information science , web sites , search engines , internet service providers , journals , united states--us",2014,English,10.1108/oir-07-2014-0169
435,lisa,emil levine,libraries in the digital age qualitative methods and altmetrics in assessments,Libraries in the Digital Age: Qualitative Methods and Altmetrics in Assessments,information today,"conferences , bibliometrics , trends , social networks , blogs",2014,English,
436,lisa,"ehsan mohammadi, mike thelwall",mendeley readership altmetrics for the social sciences and humanities research evaluation and knowledge flows,Mendeley readership altmetrics for the social sciences and humanities: Research evaluation and knowledge flows,journal of the association for information science and technology,"audience, citation analysis, comparative studies, correlation analysis, counting, electronic publishing, humanities, information flow, knowledge management, readership, scholarly communication, social networks, social sciences, web sites, webometrics",2014,English,
438,lisa,meredith brown,is altmetrics an acceptable replacement for citation counts and the impact factor,Is Altmetrics an Acceptable Replacement for Citation Counts and the Impact Factor?,serials librarian,"bibliometrics , scholarly communication , librarians , social networks",2014,English,10.1080/0361526x.2014.915609
439,lisa,"daniel torres-salinas, yusnelkis milanes-guisado",presence on social networks and altmetrics of authors frequently published in the journal el profesional de la informacion,Presence on social networks and altmetrics of authors frequently published in the journal El Profesional De La Informacion,profesional de la informacion,"social networks , informetrics , impact factors , scholarly publishing",2014,Spanish,10.3145/epi.2014.jul.04
440,lisa,euan adie,taking the alternative mainstream,TAKING THE ALTERNATIVE MAINSTREAM,profesional de la informacion,"informetrics , social networks , citation analysis , impact analysis",2014,English,10.3145/epi.2014.jul.01
441,lisa,angel borrego,altmetrics for research evaluation and information needs assessment,Altmetrics for research evaluation and information needs assessment,profesional de la informacion,"methods , citation analysis , informetrics , social networks , researchers",2014,Spanish,10.3145/epi.2014.jul.02
442,lisa,"nicolas robinson-garcia, daniel torres-salinas, zohreh zahedi, rodrigo costas",new data new possibilities exploring the insides of altmetric com,"NEW DATA, NEW POSSIBILITIES: EXPLORING THE INSIDES OF ALTMETRIC.COM",profesional de la informacion,"informetrics , social networks , web sites , analysis",2014,English,10.3145/epi.2014.jul.03
443,lisa,judit bar-ilan,astrophysics publications on arxiv scopus and mendeley a case study,"Astrophysics publications on arXiv, Scopus and Mendeley: a case study",scientometrics,"astronomy , physics , institutional repositories , citation analysis , citation indexes , social networks",2014,English,10.1007/s11192-013-1215-1
444,lisa,"lorcan dempsey, constance malpas, brian lavoie",collection directions the evolution of library collections and collecting,Collection Directions: The Evolution of Library Collections and Collecting,portal,"academic libraries , library collections , data processing , infrastructure , licensed products , libraries , academic discourse , learning",2014,English,10.1353/pla.2014.0013
445,lisa,david stuart,publication metrics in a changing landscape,Publication metrics in a changing landscape,research information,"web sites , scientometrics , social networks , evaluation , scholarly publishing",2014,English,
446,lisa,[unknown],top trends in academic libraries a review of the trends and issues affecting academic libraries in higher education,Top trends in academic libraries: A review of the trends and issues affecting academic libraries in higher education,college research libraries news,"trends , academic libraries , higher education",2014,English,
447,lisa,"stefanie haustein, timothy d bowman, kim holmberg, isabella peters, vincent lariviere",astrophysicists on twitter,Astrophysicists on Twitter,aslib journal of information management,"astrophysics, blogs, citation analysis, comparisons, documents, physicists, physics, publication output, research, researchers, scholarly communication, scientists, social networks, user behaviour, user groups",2014,English,10.1108/ajim-09-2013-0081
448,lisa,maria cassella,bibliometrics yes bibliometrics no the evaluation of research in the humanities and social sciences at the crossroads,"Bibliometrics yes, bibliometrics no: the evaluation of research in the humanities and social sciences at the crossroads",aib studi,"bibliometrics , social sciences , humanities , evaluation , research",2014,English,10.2426/aibstudi10247
449,lisa,"faye chadwell, shan c. sutton",the future of open access and library publishing,The future of open access and library publishing,new library world,"colleges & universities , academic libraries , librarians , library collections , appointments & personnel changes , public access , collection development , institutional repositories , studies , california",2014,English,10.1108/nlw-05-2014-0049
450,lisa,mark carden,conference debates publishing concepts,Conference debates publishing concepts,research information,"conferences , scholarly publishing , librarianship , information industry",2014,English,
452,lisa,"xianwen wang, wenli mao, shenmeng xu, chunbo zhang",usage history of scientific literature nature metrics and metrics of nature publications,Usage history of scientific literature: Nature metrics and metrics of Nature publications,scientometrics,"downloading , open access , articles , informetrics , time factors",2014,English,10.1007/s11192-013-1167-5
453,lisa,abby clobridge,open access progress possibilities and the changing scholarly communications ecosystem,"Open Access: Progress, Possibilities, and the Changing Scholarly Communications Ecosystem",online searcher,"open access , scholarly publishing , trends , library and information professionals",2014,English,
456,lisa,adam etkin,a new method and metric to evaluate the peer review process of scholarly journals,A New Method and Metric to Evaluate the Peer Review Process of Scholarly Journals,publishing research quarterly,"scholarly publishing , ethics , peer review , algorithms , ethics , libraries , journals (academic) , algorithms",2014,English,10.1007/s12109-013-9339-y
457,lisa,"pardeep sud, mike thelwall",evaluating altmetrics,Evaluating altmetrics,scientometrics,"informetrics , social networks , evaluation",2014,English,10.1007/s11192-013-1117-2
458,lisa,judy duke,ebsco acquires plum analytics,EBSCO ACQUIRES PLUM ANALYTICS,advanced technology libraries,"informetrics , research , social networks , mergers , information industry",2014,English,
459,lisa,robin featherstone,visual research data an infographics primer,Visual Research Data: an Infographics Primer,the journal of the canadian health libraries association journal de lassociation des bibliotheques de la sante du canada,"listeria , graphic designers , principles , bibliometrics , displaced persons , health care , medical research , social networks , user generated content , cholera , public health , design , librarians , researchers , health promotion , alcohol , libraries , posters",2014,English,10.5596/c14-031
460,lisa,robin featherstone,scholarly tweets measuring research impact via altmetrics,Scholarly Tweets: Measuring Research Impact via Altmetrics,the journal of the canadian health libraries association journal de lassociation des bibliotheques de la sante du canada,"conferences , citations , datasets , application programming interface , webometrics , bibliometrics , publications , medical research , cardiovascular disease , social networks , internal medicine , medical libraries , scholars , librarians , researchers , scholarly publishing , informetrics , startups , hirsch index , library associations , social research",2014,English,10.5596/c14-015
461,lisa,joshua finnell,much obliged analyzing the importance and impact of acknowledgements in scholarly communication,Much Obliged: Analyzing the Importance and Impact of Acknowledgements in Scholarly Communication,library philosophy and practice,"librarians , scholars , open access publishing , research , scholarly publishing , books , statistical analysis , bibliometrics , citation analysis , tenure , researchers , initiatives , authorship , bradford's law of scatter , library and information science , lotka's law , scholarly communication , zipf's law , new york",2014,English,
462,lisa,"martin fenner, jennifer lin",novel research impact indicators,Novel Research Impact Indicators,liber quarterly,"informetrics , social networks , scholarly publishing , open access",2014,English,
463,lisa,william gunn,mendeley enabling and understanding scientific collaboration,Mendeley: Enabling and understanding scientific collaboration,information services use,"collaboration , researchers , social networks",2014,English,
464,lisa,todd a carpenter,comparing digital apples to digital apples background on nisos effort to build an infrastructure for new forms of scholarly assessment,Comparing digital apples to digital apples: Background on NISO's effort to build an infrastructure for new forms of scholarly assessment,information services use,"scholarly communication , evaluation , bibliometrics , social networks , web sites",2014,English,
465,lisa,elizabeth joan kelly,assessment of digitized library and archives materials a literature review,Assessment of Digitized Library and Archives Materials: A Literature Review,journal of web librarianship,"evaluation , digital libraries , literature reviews",2014,English,10.1080/19322909.2014.954740
468,lisa,"chun li liu, yue quan xu, hui wu, si si chen, ji jun guo",correlation and interaction visualization of altmetric indicators extracted from scholarly social network activities dimensions and structure,Correlation and Interaction Visualization of Altmetric Indicators Extracted From Scholarly Social Network Activities: Dimensions and Structure,journal of medical internet research,"informetrics , social networks , measurement , citations , scholarly publishing",2013,English,10.2196/jmir.2707
